trans_date_trans_time,year,month,day,time,cc_num,card_network,user_id,card_id,payment_method,merchant,category,mcc,amount,first,last,gender,street,city,state,zip,region,lat,long,city_pop,job,income,dob,trans_num,unix_time,merch_lat,merch_long,is_foreign,errors,is_fraud,is_anomaly,days_since_last_transaction,transaction_amount_delta
24-08-2021 10:21,2021,8,24,10:21,3547370504454387,JCB,54001,540010,Online Transaction,"Unknown-Holmes, Williams and Wright",online_shopping,5966,95.62,明美,斉藤,F,665 後藤 Street,中央区,渋谷区,551-5457,APAC,-9.188971880826038,170.62591746620663,71198,Pharmacist,115006,04-08-1945,2981433320fd26f189f0fff9c469ff92,1629780694,30.89279164583532,-78.35914032108242,0,,1,0,12.909942129629629,73.01
25-07-2020 15:22,2020,7,25,15:22,4329263331131707,Visa,51846,518461,Contactless Payment,Eastern Store,online_shopping,5969,127.45,Margarita,Sandoval,F,Calle 12 # 9-2 Este,Angelópolis,Puerto Wilches,999842,LATAM,-33.79965023195018,-39.239661218152236,418082,Plumber,60261,30-12-1990,13d95b56abd891de005c079d3046cd4c,1595670754,2.696595158248776,-92.8360881888382,1,,1,0,128.76252314814815,86.46000000000001
19-07-2020 19:05,2020,7,19,19:05,6574917561123762,Discover,18681,186810,Swipe Transaction,Golden Market,online_shopping,5969,10.0,京助,山本,M,129 佐藤 Street,渋谷区,山武市,674-3028,APAC,-39.43326605449752,167.93383473311482,2192502,Graphic Designer,71426,09-12-1988,ae693de5330343be53c608c22cdd7ecc,1595165707,10.467142011895277,131.83904589133505,0,Suspected Fraud,1,0,33.04083333333333,-303.38
01-08-2021 14:21,2021,8,1,14:21,4297203018678131,Visa,43636,436360,Online Transaction,Shell,gas_transport,4111,217.55,Kenneth,Edwards,M,262 Keller Neck,Gutierrezbury,AR,35397,US,43.87564462557533,-77.59255431616286,457660,Physical Therapist,145413,08-01-1985,8489769cd55d9958a2ff31f48c37a06f,1627807882,-22.22672630070531,-100.79254851391397,0,,1,0,7.984594907407407,129.56
13-04-2022 12:53,2022,4,13,12:53,4450877621501233,Visa,49400,494000,Swipe Transaction,McDonald's,restaurant,5814,96.3,Susana,Ocampo,F,"Avenida Norte de Jesús 156 Edif. 639 , Depto. 627",San Genaro los altos,Hidalgo,40648,LATAM,-43.919120724898974,-92.83573156207001,24686,Retail Sales Associate,27234,05-02-2005,c285fc7f48c32858657cd8892d3ac0e7,1649834589,29.28703047551758,-115.84208584635277,1,,1,0,90.8606712962963,61.54
03-08-2022 11:01,2022,8,3,11:01,2285957400269462,Mastercard,16302,163020,Contactless Payment,Woolworths,grocery_pos,5462,315.98,Marcelo,Tenorio,M,Paseo de Gastón Ferrer 55 Piso 3 ,Lleida,Córdoba,11085,EU,49.137651287305815,24.672901720410124,393437,Architect,91292,22-07-1955,47f358bf12d6a4cf30b07db9f8676030,1659504709,38.71090744565833,-74.86823866358586,1,,1,0,71.04048611111111,251.14000000000001
12-07-2021 20:27,2021,7,12,20:27,2227009107396940,Mastercard,37638,376380,Online Transaction,Pacific Shop,entertainment,7995,50.71,Sabine,Meyer,F,"4, chemin Joubert",Hoareau,Dumas,97286,EU,57.34682198225386,-1.5167376001251398,9337,Delivery Driver,34184,09-09-1961,c856e2d7a5cd7684318336725b38b3be,1626101830,18.973921624522262,-50.119726819478075,1,,1,0,115.07771990740741,29.52
18-03-2022 16:41,2022,3,18,16:41,4374187021658038,Visa,36906,369061,Swipe Transaction,Royal Market,services,4900,21.25,Eliana,Visconti,F,"Borgo Giorgio, 5 Piano 2",Civenna,Ferrara,98064,EU,39.13387248278999,25.88600376188191,4400123,Senior Teacher,97974,27-01-1941,bf6acbcfd33bf3247f188e7ad8a608ef,1647601889,-24.194320395445878,-82.35341468175598,0,,1,0,128.22131944444445,-66.82
05-05-2022 11:06,2022,5,5,11:06,4852096364788058,Visa,50079,500791,Online Transaction,Americas Market,online_shopping,5964,10.0,Nancy,Hamilton,F,854 Oconnor Flat Suite 478,Martinezfort,VI,58226,US,31.068221633002995,-114.69175954208538,61829,Accountant,53756,06-02-1991,eebe5c0482a5c2791b34d47947941a7b,1651729000,42.15304660658444,163.34538927534163,1,,1,0,73.9963425925926,-106.53
25-02-2023 10:41,2023,2,25,10:41,2222652856116041,Mastercard,40452,404520,Contactless Payment,Wagamama,restaurant,5812,348.62,帅,徐,M,王街q座,志强县,兴城县,632371,APAC,-18.49236311252429,140.1957063342687,4145462,Plumber,56772,18-12-1955,e4d2941166692508100eb27cc036c038,1677301890,44.63042045107888,12.293398359824515,1,Insufficient Funds,1,0,5.840081018518519,302.56
27-05-2022 16:43,2022,5,27,16:43,6011036071151891,Discover,17349,173490,Online Transaction,"Unknown-Smith, Montoya and Evans",services,7299,145.5,Erin,Duran,F,3765 Wright Extensions Suite 537,Ginaland,GU,45435,US,35.2521242527631,-87.83896241529982,413627,Investment Banker,231886,26-01-1943,1efcd3027a1c0b5549f138bf128b8e5c,1653649981,41.85881553323796,14.147465555105626,1,,1,0,142.21667824074075,82.28
11-05-2023 09:17,2023,5,11,09:17,4749613253308109,Visa,55604,556043,Online Transaction,Unknown-Manning Group,online_shopping,5967,179.93,Elizabeth,Scott,F,49452 Gary Station,Williamsberg,SD,01142,US,40.8030470499621,-95.43821380217886,93443,Attorney,168206,27-04-1950,3660f9a17f32c49158f12b3ddab3d3e4,1683776842,-11.2774479527275,129.33876480976215,1,,1,0,125.96533564814816,126.36000000000001
11-11-2020 15:11,2020,11,11,15:11,2279708640197802,Mastercard,43139,431390,Contactless Payment,Royal Market,retail,5732,1.78,Vaishnavi,Garg,F,"76/274, Thaman Chowk",Moradabad,Punjab,752029,APAC,-42.026969864874005,133.85564080305787,345059,Delivery Driver,31065,24-05-1982,7648ee5909e19c2cd6ff2a6719c4d476,1605087683,52.04684643220846,16.205859473211177,1,,1,0,121.84224537037036,-245.26
13-12-2020 10:40,2020,12,13,10:40,2227065366396845,Mastercard,58428,584280,Online Transaction,Golden Market,online_shopping,5969,68.56,Anthony,Wong,M,355 Valerie Common Apt. 666,East Angelaville,VI,50256,US,31.511872818231517,-78.84563840787189,468729,Nurse,38006,19-05-1994,963d882ab8b784072c850105752257ac,1607836205,22.60712507087966,-84.77749711018053,1,,1,0,43.575821759259256,22.690000000000005
15-03-2022 10:36,2022,3,15,10:36,4108184582547333,Visa,25603,256030,Swipe Transaction,Golden Shop,online_shopping,5965,30.15,Jules,Neveu,M,"6, avenue Christiane Chauvet",Petit,Sainte Julien-sur-Mer,75140,EU,38.75651499604597,28.178969369343058,16044,Nurse,52927,17-10-1995,c1497128f81c231fbd0a6fc698ee3749,1647320761,25.433036374541672,-89.25376768338081,1,,1,0,38.59502314814815,9.299999999999997
24-10-2022 08:49,2022,10,24,08:49,4268884009969411,Visa,63605,636050,Online Transaction,Unknown-Jones-Young,health,8042,87.59,Connie,Gonzalez,F,180 Raymond Harbors Apt. 236,New Brian,DE,78749,US,36.97063482577451,-118.95555504177982,40045,Teacher,63485,15-11-1983,29daa89d721b08ad1fc59703aa104c9c,1666581597,-32.327465998250695,-99.29274840756659,1,,1,0,39.59111111111111,43.690000000000005
29-09-2022 18:14,2022,9,29,18:14,4362449529616628,Visa,69915,699150,Contactless Payment,Continental Store,services,7298,170.72,直樹,山田,M,922 伊藤 Street,八千代市,君津市,919-3068,APAC,44.92938349207988,101.59550865845166,64543,Janitor,20763,01-10-1972,1aa4558a2eb37ef12a1b46e2349d3709,1664455470,-22.728843687704398,-94.30458380411066,1,,1,0,97.33424768518519,105.76
10-11-2021 15:23,2021,11,10,15:23,4424685772910780,Visa,14157,141573,Online Transaction,Royal Market,retail,5399,565.9,Noah,Fleming,M,12517 Coleman Pines Apt. 671,New Andrew,OH,73322,US,35.719039626204165,-106.9399365652126,241206,Electrician,60006,29-07-2004,dd1ccfb6e17700f0b6ef776a330a4298,1636538022,55.02759019529441,8.739948711459764,1,Connection Timeout,1,0,10.044155092592593,550.27
12-03-2022 21:58,2022,3,12,21:58,4557013392935671,Visa,25815,258150,Swipe Transaction,"Unknown-Smith, Gilmore and Johnston",entertainment,7929,121.65,Raissa,Scholl,F,Gotthardring 2/0,Forchheim,Thüringen,14100,EU,36.659441889741444,20.698641289420365,4428548,Retail Sales Associate,19365,11-07-1966,164df7ff971322344510f6b96d181a00,1647102521,35.024388987243135,-114.03140656502792,1,,1,0,20.34400462962963,55.09
07-08-2020 12:20,2020,8,7,12:20,4399049027874298,Visa,16,160,Chip Transaction,Pacific Shop,health,5976,148.43,Taylor,Ibarra,F,4278 Carr Valley,Lake Lisaport,TN,14078,US,35.068453862146754,-92.1079835877393,80129,Pharmacist,110684,11-03-1999,545d6bdf4ce0387f4240287947e36309,1596783043,19.31911026706169,-100.42688496338137,1,,1,0,23.948611111111113,81.39
01-09-2020 17:32,2020,9,1,17:32,2256700626356010,Mastercard,2721,27211,Online Transaction,"Unknown-Brown, Valdez and Lucas",online_shopping,5967,248.3,千代,佐藤,F,390 渡辺 Street,江戸川区,品川区,865-2705,APAC,-40.58946673543407,86.56608587796359,324985,Engineering Manager,214829,16-12-1966,bd2c6185bbf9da769c2e2b19f1e60314,1598961742,27.087018624778878,79.94260150821322,1,,1,0,39.210462962962964,119.56
31-10-2021 11:27,2021,10,31,11:27,4412421615535646,Visa,21570,215700,Online Transaction,Euro Store,online_shopping,5967,643.61,Miguel,Andrés,M,Via Eric Ruiz 92,Álava,Almería,30135,EU,50.10454339683938,6.3138098998343,243489,Call Center Representative,22982,05-06-1949,c606b42313ee1f2ac6152546c86d7e48,1635659875,49.8359590307814,18.502501496394387,0,Card Reader Error,1,0,128.06599537037036,582.76
22-07-2020 17:48,2020,7,22,17:48,4658912078431824,Visa,14503,145030,Chip Transaction,"Unknown-Suarez, Shields and Hill",online_shopping,5968,84.15,Peter,Segebahn,M,Zofia-Holsten-Platz 5/2,Parchim,Nordrhein-Westfalen,86053,EU,50.52677421882472,5.910552188281951,81026,Sales Representative,47857,10-01-2000,2c005b12444febb8d2362707dd18c1c0,1595420331,-17.15889427161227,90.48753876053365,0,,1,0,11.209432870370371,46.81
26-10-2020 12:02,2020,10,26,12:02,4708328442624802,Visa,44951,449511,Online Transaction,Eastern Store,online_shopping,5964,478.26,和也,石井,M,271 渡辺 Street,鴨川市,多摩市,991-6960,APAC,-29.832009298418257,94.25767398266893,247889,Marketing Manager,84004,29-06-1955,bfbc8681082db69ea7e2ab0d95970b20,1603693927,35.55873588297886,15.710777453480581,0,,1,0,10.158229166666667,422.2
05-04-2023 18:26,2023,4,5,18:26,4969454856220100,Visa,53621,536211,Online Transaction,Pacific Shop,entertainment,7995,0.59,Ryan,Hampton,M,4974 Smith Causeway Apt. 268,Fosterport,ND,87713,US,28.258789109364685,-121.36720508132737,432197,Nurse,37427,12-06-1972,7aaa4eb3296811b0b0512a2fb357900f,1680699417,55.55461586115563,1.1055246506449912,1,,1,0,118.32336805555556,-9.41
16-09-2020 17:37,2020,9,16,17:37,2227075636852230,Mastercard,32826,328260,Online Transaction,Unknown-White-Lewis,gas_transport,5542,59.13,William,Wilson,M,5681 Jennifer Islands Suite 018,West Jasonhaven,FL,77721,US,42.50702593266675,-73.90368961950827,413401,Nurse,71651,23-02-1941,29f7c569cd845a8d166abf6dbfe769d5,1600258030,54.163050289367476,2.0903849954115437,1,,1,0,54.8915625,-1.1999999999999957
19-02-2023 09:06,2023,2,19,09:06,341004635467904,American Express,25315,253152,Swipe Transaction,Japan Rail,gas_transport,5541,20.75,Cynthia,Rojas,F,60322 Raymond Plain,Figueroaborough,NM,18896,US,34.463654932268355,-93.4147932752442,254317,Office Manager,53635,25-10-1943,2555a4f35a0b2ceddcaf40d61ead3e42,1676777772,6.078720696401916,124.74073401955775,1,,1,0,42.87746527777778,-33.24
04-10-2021 18:56,2021,10,4,18:56,6011739397900581,Discover,30827,308272,Swipe Transaction,American Outlet,online_shopping,5969,1131.72,Brian,Woods,M,7027 Cynthia Trail,New Melissa,PW,08186,US,33.48967786139452,-81.26373344807567,420999,Janitor,26239,04-06-2004,a6a7238844a2a279c138b686f6202028,1633353986,35.36073115550563,14.605398897702546,0,,1,0,203.25193287037038,1000.51
29-10-2020 19:36,2020,10,29,19:36,4149049168113183,Visa,5463,54631,Swipe Transaction,"Unknown-Higgins, Strickland and Martin",online_shopping,5969,154.47,Aitor,Bernad,M,Cañada de Baltasar Córdoba 94,La Rioja,Córdoba,12380,EU,59.923792417171526,-5.590962902749035,480774,Accountant,57063,27-04-1980,ad5867d8f5abfd2ad35fbf7c1127b3f6,1603980401,57.88855477996658,5.007627146645506,0,Technical Error,1,0,90.01799768518518,99.03999999999999
21-12-2021 02:24,2021,12,21,02:24,6569025189910697,Discover,3186,31860,Online Transaction,Unknown-Jimenez Ltd,online_shopping,5967,195.13,Jacob,Sarna,M,"80/73, Sachdeva Marg",Jehanabad,Meghalaya,695990,APAC,3.713624570783395,80.54179753486433,79260,Sales Representative,70130,03-10-1994,3f11c4c507e4efcda81ff734b211bacc,1640033664,36.50034176409504,11.482311664758061,1,,1,0,11.483773148148147,162.18
29-02-2020 12:14,2020,2,29,12:14,2222512423911118,Mastercard,12382,123822,Contactless Payment,Carrefour,grocery_pos,5462,138.46,Bertram,Tschentscher,M,Sontagstr. 0/1,Geithain,Saarland,55505,EU,57.54455591002991,7.535171276157445,7686353,Architect,134913,01-10-1980,98a5ec346077a7a4967b13e411d0c69a,1582958652,42.90058436409184,87.58799240198009,0,,1,0,35.94542824074074,66.04
31-01-2020 14:22,2020,1,31,14:22,4552395495669192,Visa,60944,609441,Swipe Transaction,Total,gas_transport,4121,61.28,Bradley,Hill,M,95150 Christine Ports Suite 846,Kimberlyview,FL,73875,US,41.76567830604661,-93.94236369035265,1625871,Project Manager,88214,09-04-1961,8d46d43343200d074fb2386feb5102f3,1580460724,-43.717494520606635,89.43212416590531,1,,1,0,0.0,0.0
28-09-2020 18:16,2020,9,28,18:16,374692159239125,American Express,13828,138280,Online Transaction,Euro Market,health,8021,84.5,Celia,Bueno,F,Urbanización Margarita Cifuentes 5 Piso 5 ,Huelva,Cádiz,46483,EU,38.97084067221642,11.159496235201747,175391,Engineering Manager,289298,23-05-1948,c7c1b96febc3e2dc30a347153325d317,1601297176,30.41698356913866,-95.06888751553952,0,,1,0,91.02479166666667,34.88
12-01-2021 17:17,2021,1,12,17:17,3529511607103096,JCB,58794,587940,Online Transaction,Unknown-Gonzalez Group,retail,5399,45.88,Fortunata,Disdero,F,"Vicolo Elladio, 20",San Biagio Della Cima,Padova,84077,EU,52.89619858986678,4.905786767071017,3124390,Graphic Designer,55057,23-05-1949,28f6e3cb005769439d18dffd9b2c04dd,1610452046,-32.577858261672645,-54.44106894073414,1,,1,0,32.52299768518518,-0.9600000000000009
09-05-2023 08:52,2023,5,9,08:52,377721550513228,American Express,48686,486860,Swipe Transaction,Asian Market,health,5976,143.41,Leah,Cole,F,445 Todd Roads Suite 966,Lake Sarah,FL,67134,US,27.40092846034317,-97.94539329135529,638954,Pharmacist,106096,27-08-1980,bf05d80b91bda645be5f5d4ec1b03c78,1683602523,48.39107862287321,27.718158702596646,1,Connection Timeout,1,0,4.7260532407407405,116.03999999999999
15-04-2020 12:18,2020,4,15,12:18,2224903966295972,Mastercard,40710,407102,Swipe Transaction,Asian Store,services,7299,77.34,Maria,Reynolds,F,978 Angela Pass,Jerryview,Northern Territory,2920,APAC,43.527454845955305,112.77024202724755,5664573,Warehouse Worker,17364,24-01-1986,099dcaf2ab2f5b8da84d6633b70fa29d,1586933339,43.40986416854863,112.62056857309341,0,,1,0,4.696168981481481,-171.82999999999998
21-05-2021 20:58,2021,5,21,20:58,2223984922108324,Mastercard,13110,131101,Online Transaction,US General Store,online_shopping,5969,1136.57,Anthony,Crawford,M,3618 Cole Junctions,West Norma,GA,15496,US,47.161340831016375,-108.05745802640138,493608,Architect,119980,24-03-1976,26b01ba1bf585ddf608357a51e8fc4b8,1621610939,-8.862556684107382,102.86226292069851,0,,1,0,123.45516203703704,804.5899999999999
27-03-2020 15:14,2020,3,27,15:14,4239881945232082,Visa,32667,326672,Online Transaction,Pacific Shop,travel,3007,211.46,Marian,Murray,F,4 Burgess haven,Whiteside,West Kirsty,W4 4TL,EU,52.934309220698076,-8.634129958317395,465996,Marketing Manager,78237,15-04-1945,c5ad4f4e09d972e05db78c0f4108d09d,1585302296,-8.90000117787222,139.36611113081833,1,,1,0,0.0,0.0
14-06-2021 09:47,2021,6,14,09:47,2643005349981380,Mastercard,57639,576390,Online Transaction,American Outlet,health,8011,111.55,Margot,Sauvage,F,"83, rue Agnès De Sousa",Clercdan,Colas,86337,EU,39.36107144488341,22.12290595886809,71784,Food Service Worker,30474,11-07-1945,c6cf8a4b5f5f37d10dd0870447e1b88c,1623644226,1.6682248808834004,76.91657079880005,1,,1,0,216.7475347222222,86.81
25-12-2021 14:52,2021,12,25,14:52,4774531217462693,Visa,36004,360040,Online Transaction,"Unknown-Stanley, Tucker and Lee",travel,3009,2750.82,Lawrence,Moore,M,6662 Michael Circles Apt. 270,North Tinafurt,MT,56280,US,32.08485452169013,-117.10381618985934,319154,Graphic Designer,40685,20-06-1994,79b2c15663d062b814e2f8822ad8e846,1640424159,13.857036503347189,-60.958609642544324,1,,1,0,29.20258101851852,2659.17
20-08-2021 19:37,2021,8,20,19:37,344005654151133,American Express,36377,363771,Online Transaction,Americas Shop,health,8041,5.0,Abdullah,Kraus,M,Gerlinde-Segebahn-Allee 518,Mühldorf am Inn,Bremen,26559,EU,40.40104709963325,4.972837618970903,7664325,Financial Analyst,94762,09-10-1966,f9b62541b052f539de60cb62d58e6909,1629468447,2.079541570296115,-56.070052753365694,1,,1,0,52.94739583333333,-243.0
07-08-2021 12:32,2021,8,7,12:32,2296969089019209,Mastercard,9333,93331,Swipe Transaction,Unknown-Hernandez Ltd,health,8042,743.57,Thomas,Anderson,M,1687 Rich Springs Apt. 903,East Melissaport,MS,21237,US,36.512193565047646,-105.33120863858389,482340,Senior Software Architect,179568,24-04-1964,355dd07b18780603d153e7d3fc16c82d,1628319736,41.63371157848452,13.352410157545016,0,,1,0,238.7084722222222,653.99
02-05-2022 12:41,2022,5,2,12:41,4087520055038102,Visa,23946,239460,Swipe Transaction,American Outlet,online_shopping,5965,122.37,Darryl,Brown,M,270 Jesse Roads Apt. 953,Mariaborough,WI,91709,US,36.48183254261586,-91.85070254075917,7068884,Senior Teacher,96106,01-10-1971,fd58a1a8dd2e420559ec004ef2d7e06a,1651475493,30.64914920129347,-83.4092065328609,0,Card Reader Error,1,0,4.654444444444445,40.35000000000001
24-05-2020 20:32,2020,5,24,20:32,2240815095739389,Mastercard,59301,593010,Online Transaction,Euro Store,entertainment,7922,104.68,Qushi,Dugal,F,"698
Mannan Street",Chapra,Mizoram,134033,APAC,-37.86082802226054,158.3339484623769,2629695,Police Officer,56914,18-07-1967,90bd08fecc890c3fa5d317942e099b6a,1590332541,-1.8970401357743398,-54.064437979159685,1,,1,0,21.126122685185184,-13.08999999999999
25-06-2023 16:49,2023,6,25,16:49,5223567915953059,Mastercard,55648,556480,Online Transaction,PetroChina,gas_transport,4111,29.66,Robert,Anderson,M,Unit 58 04 Williams Junction,Davisburgh,Victoria,2946,APAC,-16.137257723218827,106.96143087171401,95826,Pharmacist,107782,28-10-1986,927151b45ffebf8968a9e122ce33aace,1687691953,42.17401510821932,-123.35367119497562,0,,1,0,8.877546296296297,2.3000000000000007
25-06-2021 11:49,2021,6,25,11:49,373001161406849,American Express,35033,350331,Swipe Transaction,Unknown-Martinez-Dudley,entertainment,7941,92.91,David,Wells,M,4529 Kimberly Estates,Danieltown,ME,75971,US,46.73631475461556,-90.60661646903142,156920,Project Manager,86752,21-02-1947,4b8e2b3d98a560d59c86695bc5d0904c,1624601948,23.0126389908462,168.6856225088265,0,,1,0,19.49431712962963,63.81999999999999
04-06-2023 21:43,2023,6,4,21:43,2224804429752502,Mastercard,67852,678521,Chip Transaction,Continental Store,services,7298,555.75,Emmanuel,Lebon,M,"91, rue de Blanchard",Potier,Thibault-sur-Maillot,16910,EU,51.86225306120721,16.312557783544392,14229,Food Service Worker,20227,13-06-2005,524aafd2e61eaea3f8a01206eec5b050,1685895216,51.92814349442329,16.39623870868781,0,,1,0,22.192280092592593,398.45
20-12-2021 16:50,2021,12,20,16:50,4860318052613144,Visa,24774,247740,Swipe Transaction,Royal Shop,online_shopping,5966,149.43,Jordana,Peiró,F,Pasadizo Aitana Palma 41 Puerta 0 ,Albacete,León,46739,EU,52.71567745156048,28.180606448821443,7583,Food Service Worker,31453,28-02-1981,05634c435cf81deccd06855f58af557b,1639999234,-34.81007268014979,129.0360547483022,0,,1,0,206.78302083333332,76.79
01-02-2021 18:52,2021,2,1,18:52,2706129196332074,Mastercard,33333,333330,Swipe Transaction,Unknown-Stafford Inc,entertainment,7832,570.79,Mía,Arancibia,F,Calle Arturo Alessandri 64 Of. 6502,Río Bueno,Huara,5640680,LATAM,5.060426695546909,-78.30748075446363,1172714,Accountant,51457,31-12-1978,a8bf9c4c39c46a90853a81d53fd8f8a7,1612185775,33.175440757053586,-104.98824092797243,1,,1,0,90.9811111111111,514.9499999999999
23-02-2022 12:22,2022,2,23,12:22,2586379335793901,Mastercard,55927,559270,Swipe Transaction,Golden Shop,online_shopping,5966,179.24,영숙,강,F,전라북도 음성군 학동1길 지하289 (도현조윤리),성남시,제천시,27235,APAC,-38.95485411972594,107.54199809318138,3591475,Nurse,55332,17-09-1944,f863db57962a26d5d16b74f41f49c8c6,1645599138,57.73889543969243,-7.830472204530374,0,Expired Card,1,0,40.13291666666667,132.99
08-05-2023 18:46,2023,5,8,18:46,2293092603882574,Mastercard,45024,450240,Online Transaction,Unknown-Arnold and Sons,online_shopping,5968,149.93,Gregory,Francis,M,24412 Sean Isle,Edwardsberg,AR,15954,US,25.301454911390053,-90.10726058523187,136245,Accountant,49800,29-12-1975,39ab0076190646597661f2f8c8be5c21,1683551777,46.37098446177674,-83.82889742070896,1,,1,0,70.1,42.900000000000006
